السنة,الربع,المنطقة,النشاط الاقتصادي,عدد المنشآت متناهية الصغر,عدد المنشآت الصغيرة,عدد المنشآت المتوسطة,عدد المنشآت الكبيرة,عدد المنشآت,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2023,2,المنطقة الشرقية,أبحاث الإعلان والسوق,703.0,199.0,6.0,3.0,911.0,,,,,,,,,,
2023,2,المنطقة الشرقية,استخراج النفط الخام والغاز الطبيعي,31.0,16.0,11.0,5.0,63.0,,"اخلاء مسؤولية:
 - تمت معالجة البيانات بأقصى قدر من الجهد والحرص لضمان جودتها. ومع ذلك، تحتفظ منشآت بالحق في إجراء اي تغييرات على البيانات دون إشعار مسبق حيث أنها تخضع للتغييرات التي تحدث على مصدر البيانات الرئيسي ""المؤسسة العامة للتأمينات الاجتماعية"".
- ""منشآت"" غير مسؤولة عن أي ضرر أو سوء استخدام تتعرض له الجهات نتيجة استخدام هذه البيانات المنشورة بالبوابة الإلكترونية لـ""منشآت""، كما أن ""منشآت"" لا تضمن استمرارية توافر هذه البيانات أو جزء منها، كما لا تتحمل ""منشآت"" أي مسؤولية تجاه مستخدمي هذه البيانات، وما قد يقع عليهم من ضرر أو خسارة بسبب إعادة استخدامها.",,,,,,,,
2023,2,المنطقة الشرقية,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,893.0,92.0,14.0,,999.0,,,,,,,,,,
2023,2,المنطقة الشرقية,إصلاح وتركيب الآلات والمعدات,957.0,346.0,73.0,19.0,1395.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الاتصالات,100.0,24.0,3.0,,127.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,72.0,16.0,1.0,2.0,91.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الإقامة,334.0,267.0,33.0,1.0,635.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإبداعية والفنون وأنشطة الترفيه,28.0,3.0,,,31.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الأخرى للتعدين واستغلال المحاجر,98.0,63.0,11.0,4.0,176.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,806.0,130.0,14.0,3.0,953.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإيجارية,1908.0,313.0,40.0,8.0,2269.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة البيطرية,49.0,14.0,,,63.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,328.0,143.0,7.0,,478.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة العقارية,741.0,204.0,15.0,1.0,961.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,313.0,130.0,9.0,,452.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,36.0,37.0,5.0,1.0,79.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة المهنية والعلمية والتقنية الأخرى,226.0,30.0,,1.0,257.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة غير المتميزة لإنتاج السلع والخدمات التي تقوم بها الأسر المعيشية الخاصة لإستعمالها الخاص,1.0,1.0,,,2.0,,,,,,,,,,
2023,2,المنطقة الشرقية,البحث والتطوير في المجال العلمي,18.0,7.0,2.0,,27.0,,,,,,,,,,
2023,2,المنطقة الشرقية,التخزين وأنشطة الدعم للنقل,753.0,348.0,63.0,13.0,1177.0,,,,,,,,,,
2023,2,المنطقة الشرقية,التعليم,383.0,304.0,83.0,12.0,782.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الحراجة وقطع الأخشاب,4.0,,,,4.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الرعاية مع الإقامة,7.0,8.0,1.0,,16.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الصحة البشرية,214.0,343.0,111.0,32.0,700.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الصرف الصحي,32.0,27.0,4.0,3.0,66.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الصناعة التحويلية الأخرى,109.0,84.0,23.0,6.0,222.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الطباعة واستنساخ وسائط الأعلام المسجّلة,80.0,66.0,2.0,1.0,149.0,,,,,,,,,,
2023,2,المنطقة الشرقية,النقل البري و النقل عبر الأنابيب,2051.0,832.0,213.0,53.0,3149.0,,,,,,,,,,
2023,2,المنطقة الشرقية,النقل الجوي,61.0,17.0,,,78.0,,,,,,,,,,
2023,2,المنطقة الشرقية,النقل المائي,45.0,26.0,12.0,,83.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الهندسة المدنية,584.0,448.0,179.0,96.0,1307.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الاستخدام,293.0,49.0,10.0,22.0,374.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,6.0,1.0,,,7.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الأمن والتحقيقات,56.0,27.0,14.0,8.0,105.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,300.0,103.0,10.0,2.0,415.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة البرمجة والإذاعة,11.0,3.0,,,14.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,23.0,10.0,1.0,1.0,35.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة التشييد المتخصصة,7181.0,1957.0,238.0,87.0,9463.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,6695.0,734.0,11.0,4.0,7444.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,174.0,69.0,19.0,3.0,265.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة العمل الاجتماعي، دون إقامة,221.0,164.0,16.0,2.0,403.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,3.0,6.0,1.0,,10.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,491.0,283.0,68.0,24.0,866.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة,115.0,41.0,7.0,,163.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,23.0,3.0,,,26.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة المنظمات ذات العضوية,63.0,18.0,1.0,,82.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة النشر,60.0,21.0,2.0,,83.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,1191.0,496.0,137.0,68.0,1892.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,57.0,56.0,17.0,4.0,134.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة خدمات الأطعمة والمشروبات,9502.0,3784.0,203.0,17.0,13506.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة خدمات المعلومات,41.0,19.0,6.0,,66.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة خدمات دعم التعدين,77.0,58.0,25.0,27.0,187.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1852.0,236.0,27.0,4.0,2119.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,17581.0,3458.0,198.0,24.0,21261.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,6596.0,2280.0,184.0,15.0,9075.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,7268.0,1907.0,63.0,8.0,9246.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تجميع المياه ومعالجتها وتوصيلها,88.0,35.0,1.0,2.0,126.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تشييد المباني,12938.0,4902.0,770.0,155.0,18765.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تعدين الفحم والليغنيت,6.0,3.0,,,9.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تعدين ركازات الفلزات,46.0,10.0,1.0,1.0,58.0,,,,,,,,,,
2023,2,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,1.0,8.0,4.0,2.0,15.0,,,,,,,,,,
2023,2,المنطقة الشرقية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,67.0,50.0,8.0,1.0,126.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,429.0,179.0,17.0,2.0,627.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع المشروبات,34.0,23.0,6.0,4.0,67.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع الملبوسات,2308.0,221.0,14.0,,2543.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع المنتجات الجلدية والمنتجات ذات الصلة,14.0,9.0,1.0,,24.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع المنتجات الغذائية,735.0,346.0,85.0,17.0,1183.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع المنسوجات,301.0,81.0,8.0,1.0,391.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع المواد الكيميائية والمنتجات الكيميائية,141.0,190.0,102.0,18.0,451.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صُنع الورق ومنتجات الورق,41.0,53.0,23.0,8.0,125.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,69.0,69.0,39.0,7.0,184.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,30.0,27.0,11.0,2.0,70.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صناعة معدات النقل الأخرى,12.0,5.0,4.0,2.0,23.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع الأثاث,546.0,163.0,36.0,2.0,747.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,44.0,23.0,5.0,,72.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع الفلزات القاعدية,113.0,99.0,56.0,21.0,289.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع المعدات الكهربائية,110.0,57.0,29.0,8.0,204.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,20.0,8.0,5.0,1.0,34.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,12.0,25.0,7.0,8.0,52.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع منتجات المطاط واللدائن,66.0,70.0,36.0,4.0,176.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,377.0,293.0,130.0,18.0,818.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),1517.0,665.0,116.0,22.0,2320.0,,,,,,,,,,
2023,2,المنطقة الشرقية,صيد الأسماك وتربية المائيات,2116.0,115.0,,,2231.0,,,,,,,,,,
2023,2,المنطقة الشرقية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,197.0,54.0,7.0,1.0,259.0,,,,,,,,,,
2023,2,المنطقة الشرقية,غير معرف,7966.0,230.0,1.0,1.0,8198.0,,,,,,,,,,
2023,2,منطقة الباحة,أبحاث الإعلان والسوق,30.0,2.0,,,32.0,,,,,,,,,,
2023,2,منطقة الباحة,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,72.0,2.0,,,74.0,,,,,,,,,,
2023,2,منطقة الباحة,إصلاح وتركيب الآلات والمعدات,50.0,2.0,,,52.0,,,,,,,,,,
2023,2,منطقة الباحة,الاتصالات,3.0,1.0,,,4.0,,,,,,,,,,
2023,2,منطقة الباحة,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,8.0,1.0,,,9.0,,,,,,,,,,
2023,2,منطقة الباحة,الإقامة,76.0,20.0,1.0,,97.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الإبداعية والفنون وأنشطة الترفيه,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الأخرى للتعدين واستغلال المحاجر,8.0,2.0,1.0,,11.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,50.0,5.0,,,55.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الإيجارية,142.0,7.0,,,149.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة البيطرية,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الرياضية وأنشطة التسلية والترفيه,30.0,2.0,,,32.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة العقارية,32.0,3.0,,,35.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة القانونية وأنشطة المحاسبة,13.0,,,,13.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة المهنية والعلمية والتقنية الأخرى,14.0,,,,14.0,,,,,,,,,,
2023,2,منطقة الباحة,التخزين وأنشطة الدعم للنقل,24.0,3.0,,,27.0,,,,,,,,,,
2023,2,منطقة الباحة,التعليم,17.0,11.0,,,28.0,,,,,,,,,,
2023,2,منطقة الباحة,الصحة البشرية,23.0,33.0,2.0,,58.0,,,,,,,,,,
2023,2,منطقة الباحة,الصرف الصحي,5.0,,,,5.0,,,,,,,,,,
2023,2,منطقة الباحة,الصناعة التحويلية الأخرى,10.0,1.0,,,11.0,,,,,,,,,,
2023,2,منطقة الباحة,الطباعة واستنساخ وسائط الأعلام المسجّلة,9.0,2.0,,,11.0,,,,,,,,,,
2023,2,منطقة الباحة,النقل البري و النقل عبر الأنابيب,179.0,8.0,,,187.0,,,,,,,,,,
2023,2,منطقة الباحة,النقل المائي,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الباحة,الهندسة المدنية,27.0,5.0,2.0,,34.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الاستخدام,15.0,,1.0,,16.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الأمن والتحقيقات,,1.0,,,1.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,4.0,,,,4.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة التشييد المتخصصة,553.0,50.0,2.0,,605.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الخدمات الشخصية الأخرى,508.0,11.0,,,519.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,5.0,,,,5.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة العمل الاجتماعي، دون إقامة,43.0,30.0,,,73.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,93.0,16.0,,,109.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة المنظمات ذات العضوية,15.0,,,,15.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة النشر,5.0,1.0,,,6.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,48.0,8.0,1.0,2.0,59.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,1.0,1.0,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة خدمات الأطعمة والمشروبات,885.0,235.0,2.0,,1122.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة خدمات دعم التعدين,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,157.0,4.0,,,161.0,,,,,,,,,,
2023,2,منطقة الباحة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1588.0,246.0,5.0,,1839.0,,,,,,,,,,
2023,2,منطقة الباحة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,413.0,85.0,2.0,,500.0,,,,,,,,,,
2023,2,منطقة الباحة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,721.0,68.0,,,789.0,,,,,,,,,,
2023,2,منطقة الباحة,تجميع المياه ومعالجتها وتوصيلها,31.0,2.0,,1.0,34.0,,,,,,,,,,
2023,2,منطقة الباحة,تشييد المباني,1289.0,209.0,5.0,,1503.0,,,,,,,,,,
2023,2,منطقة الباحة,تعدين ركازات الفلزات,4.0,,,,4.0,,,,,,,,,,
2023,2,منطقة الباحة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الباحة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,4.0,,,,4.0,,,,,,,,,,
2023,2,منطقة الباحة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,88.0,11.0,1.0,,100.0,,,,,,,,,,
2023,2,منطقة الباحة,صُنع المشروبات,4.0,2.0,2.0,,8.0,,,,,,,,,,
2023,2,منطقة الباحة,صُنع الملبوسات,159.0,11.0,,,170.0,,,,,,,,,,
2023,2,منطقة الباحة,صُنع المنتجات الغذائية,96.0,18.0,1.0,,115.0,,,,,,,,,,
2023,2,منطقة الباحة,صُنع المنسوجات,17.0,5.0,,,22.0,,,,,,,,,,
2023,2,منطقة الباحة,صُنع المواد الكيميائية والمنتجات الكيميائية,2.0,5.0,1.0,,8.0,,,,,,,,,,
2023,2,منطقة الباحة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,6.0,1.0,,,7.0,,,,,,,,,,
2023,2,منطقة الباحة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,صناعة معدات النقل الأخرى,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع الأثاث,96.0,9.0,,,105.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,5.0,1.0,,,6.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع الفلزات القاعدية,10.0,1.0,,,11.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع المعدات الكهربائية,5.0,,,,5.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع منتجات المطاط واللدائن,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,47.0,27.0,6.0,,80.0,,,,,,,,,,
2023,2,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),317.0,19.0,,,336.0,,,,,,,,,,
2023,2,منطقة الباحة,صيد الأسماك وتربية المائيات,134.0,2.0,,,136.0,,,,,,,,,,
2023,2,منطقة الباحة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,8.0,,,,8.0,,,,,,,,,,
2023,2,منطقة الباحة,غير معرف,891.0,20.0,1.0,,912.0,,,,,,,,,,
2023,2,منطقة الجوف,أبحاث الإعلان والسوق,69.0,3.0,,,72.0,,,,,,,,,,
2023,2,منطقة الجوف,استخراج النفط الخام والغاز الطبيعي,7.0,,,,7.0,,,,,,,,,,
2023,2,منطقة الجوف,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,148.0,9.0,,,157.0,,,,,,,,,,
2023,2,منطقة الجوف,إصلاح وتركيب الآلات والمعدات,72.0,9.0,,,81.0,,,,,,,,,,
2023,2,منطقة الجوف,الاتصالات,16.0,,,,16.0,,,,,,,,,,
2023,2,منطقة الجوف,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,7.0,,,,7.0,,,,,,,,,,
2023,2,منطقة الجوف,الإقامة,66.0,8.0,,,74.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الأخرى للتعدين واستغلال المحاجر,11.0,2.0,,,13.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,95.0,6.0,,,101.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الإيجارية,591.0,24.0,,,615.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة البيطرية,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الرياضية وأنشطة التسلية والترفيه,39.0,7.0,,,46.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة العقارية,52.0,6.0,,,58.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة القانونية وأنشطة المحاسبة,31.0,9.0,,,40.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة المهنية والعلمية والتقنية الأخرى,16.0,1.0,,,17.0,,,,,,,,,,
2023,2,منطقة الجوف,التخزين وأنشطة الدعم للنقل,96.0,25.0,,,121.0,,,,,,,,,,
2023,2,منطقة الجوف,التعليم,59.0,34.0,8.0,,101.0,,,,,,,,,,
2023,2,منطقة الجوف,الحراجة وقطع الأخشاب,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,الرعاية مع الإقامة,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,الصحة البشرية,26.0,42.0,7.0,,75.0,,,,,,,,,,
2023,2,منطقة الجوف,الصرف الصحي,11.0,,,,11.0,,,,,,,,,,
2023,2,منطقة الجوف,الصناعة التحويلية الأخرى,7.0,2.0,,,9.0,,,,,,,,,,
2023,2,منطقة الجوف,الطباعة واستنساخ وسائط الأعلام المسجّلة,11.0,1.0,,,12.0,,,,,,,,,,
2023,2,منطقة الجوف,النقل البري و النقل عبر الأنابيب,574.0,85.0,6.0,,665.0,,,,,,,,,,
2023,2,منطقة الجوف,النقل الجوي,7.0,,,,7.0,,,,,,,,,,
2023,2,منطقة الجوف,الهندسة المدنية,45.0,16.0,4.0,1.0,66.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الاستخدام,27.0,3.0,1.0,,31.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الأمن والتحقيقات,6.0,2.0,,,8.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,9.0,1.0,,,10.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة البرمجة والإذاعة,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة التشييد المتخصصة,727.0,55.0,4.0,,786.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الخدمات الشخصية الأخرى,835.0,40.0,,,875.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,9.0,,,,9.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة العمل الاجتماعي، دون إقامة,21.0,26.0,,,47.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,104.0,14.0,,,118.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة المنظمات ذات العضوية,22.0,2.0,,,24.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة النشر,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة تقديم الخدمات للمباني وتجميل المواقع,183.0,21.0,5.0,1.0,210.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,2.0,1.0,,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة خدمات الأطعمة والمشروبات,1195.0,211.0,5.0,,1411.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة خدمات المعلومات,5.0,1.0,,,6.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة خدمات دعم التعدين,6.0,,,,6.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,767.0,19.0,1.0,1.0,788.0,,,,,,,,,,
2023,2,منطقة الجوف,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,2603.0,298.0,7.0,,2908.0,,,,,,,,,,
2023,2,منطقة الجوف,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,648.0,118.0,2.0,,768.0,,,,,,,,,,
2023,2,منطقة الجوف,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1026.0,118.0,,,1144.0,,,,,,,,,,
2023,2,منطقة الجوف,تجميع المياه ومعالجتها وتوصيلها,20.0,2.0,1.0,,23.0,,,,,,,,,,
2023,2,منطقة الجوف,تشييد المباني,1637.0,228.0,10.0,1.0,1876.0,,,,,,,,,,
2023,2,منطقة الجوف,تعدين ركازات الفلزات,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,توصيل الكهرباء والغاز والبخار وتكييف الهواء,6.0,,,,6.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,91.0,12.0,,,103.0,,,,,,,,,,
